rank,score_train_only,diagnostic_qualified,family,direction,may_trades,may_win_rate,may_ratio,june_trades,june_win_rate,june_ratio,total_net_R,may_max_drawdown_R,first_half_trades,first_half_win_rate,first_half_ratio,first_half_net_R,second_half_trades,second_half_win_rate,second_half_ratio,second_half_net_R,config
152,78.93781465414321,False,扫单反转+突破回踩,双向,19.0,0.5263157894736842,1.424814208988257,23.0,0.17391304347826086,1.1333686588083067,-11.582144958821322,3.9338853333186927,5.0,0.6,1.3174523697908669,2.558999490948332,14.0,0.5,1.4708615871872177,4.3215370714127666,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.0434676794210889, ""min_stop_pct"": 0.003226276268668185, ""max_hold"": 288, ""cooldown"": 16, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 2, ""adx_min"": 26.50390063979751, ""rsi_long_min"": 53.276327790820446, ""rsi_long_max"": 73.15903362418642, ""relvol_min"": 0.793158907496301, ""body_min"": 0.5437439497705104, ""close_loc_min"": 0.627478028435466, ""wick_min"": 0.6456263813366256, ""eff_min"": 0.2498001652852674, ""chop_max"": 55.66496604402754, ""atr_rank_min"": 0.41587225964668384, ""vwap_dev_max"": 2.5534609842123, ""pull_idx"": 6, ""sweep_idx"": 0, ""retest_idx"": 6, ""trail_trigger"": 1.870003885740703, ""trail_lock"": 1.7565275633598296}"
153,71.00899596326752,False,扫单反转+突破回踩,双向,21.0,0.5238095238095238,1.4163546353619592,34.0,0.38235294117647056,1.3192711431442636,2.1857926649877673,3.7128998435541476,9.0,0.5555555555555556,1.3616892265825629,3.474965202635939,12.0,0.5,1.4619057092755698,3.4290468859080887,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 1.5821152198377764, ""min_stop_pct"": 0.004228562586286691, ""max_hold"": 216, ""cooldown"": 43, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 0, ""adx_min"": 22.309165872941378, ""rsi_long_min"": 51.913174138899265, ""rsi_long_max"": 70.98172457094557, ""relvol_min"": 0.99766464988789, ""body_min"": 0.27093827172489243, ""close_loc_min"": 0.6937619039360738, ""wick_min"": 0.3681195947575556, ""eff_min"": 0.34438889665264505, ""chop_max"": 48.9663079319016, ""atr_rank_min"": 0.7434861411724811, ""vwap_dev_max"": 2.424718397308049, ""pull_idx"": 3, ""sweep_idx"": 0, ""retest_idx"": 13, ""trail_trigger"": 1.864111935294898, ""trail_lock"": 1.7368296746947192}"
154,64.39748888901528,False,扫单反转+突破回踩,双向,16.0,0.5,1.513815277592879,23.0,0.43478260869565216,1.6875400053757852,9.851078541214322,3.1932992134059095,8.0,0.5,1.513632544590397,2.568430024709503,8.0,0.5,1.5139979015617708,2.571791542782902,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 1.9941982047521019, ""min_stop_pct"": 0.003999786783445452, ""max_hold"": 576, ""cooldown"": 38, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 16.613179226076095, ""rsi_long_min"": 49.08087138530113, ""rsi_long_max"": 73.80572250381381, ""relvol_min"": 1.2209984760761605, ""body_min"": 0.6052044971053814, ""close_loc_min"": 0.6759986178947499, ""wick_min"": 0.37316866448839536, ""eff_min"": 0.3850398185539181, ""chop_max"": 51.23148522705403, ""atr_rank_min"": 0.279743170113696, ""vwap_dev_max"": 1.573500871216134, ""pull_idx"": 2, ""sweep_idx"": 1, ""retest_idx"": 16, ""trail_trigger"": 2.115581697513947, ""trail_lock"": 2.0579001326225974}"
155,60.458913026167636,False,扫单反转+突破回踩,双向,20.0,0.55,1.3352244809557248,17.0,0.47058823529411764,1.296736481412564,8.640683690576317,3.136831306481816,10.0,0.5,1.324263603942267,1.9904388807691162,10.0,0.6,1.344276894239481,4.992868920614497,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.7541893871244647, ""min_stop_pct"": 0.00440134296452479, ""max_hold"": 576, ""cooldown"": 46, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 0, ""adx_min"": 27.196538482990004, ""rsi_long_min"": 54.59421921487115, ""rsi_long_max"": 73.97578353931434, ""relvol_min"": 1.6308485353910451, ""body_min"": 0.5818252696455857, ""close_loc_min"": 0.7967110394201522, ""wick_min"": 0.33488140030763525, ""eff_min"": 0.17727695985922806, ""chop_max"": 60.375765008988026, ""atr_rank_min"": 0.5626149565786585, ""vwap_dev_max"": 2.555477798773818, ""pull_idx"": 3, ""sweep_idx"": 1, ""retest_idx"": 13, ""trail_trigger"": 1.7566446641215976, ""trail_lock"": 1.6341125197156583}"
156,59.88954997075905,False,三结构组合,双向,16.0,0.5625,1.3158368541784462,11.0,0.36363636363636365,1.2641072051165023,3.593851906474353,2.478875343573419,6.0,0.5,1.3160223050209103,1.1743926322671672,10.0,0.6,1.3156751373822209,4.825423617141006,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.2548955055303488, ""min_stop_pct"": 0.004196352545948644, ""max_hold"": 432, ""cooldown"": 36, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 0, ""adx_min"": 32.81284874719121, ""rsi_long_min"": 44.54134438389618, ""rsi_long_max"": 59.74091319422205, ""relvol_min"": 0.8365998495737204, ""body_min"": 0.6683818134046692, ""close_loc_min"": 0.7773628506193662, ""wick_min"": 0.39845840847297676, ""eff_min"": 0.5211793785026718, ""chop_max"": 58.664009846726415, ""atr_rank_min"": 0.22343471411200266, ""vwap_dev_max"": 1.85633338769619, ""pull_idx"": 6, ""sweep_idx"": 0, ""retest_idx"": 13, ""trail_trigger"": 1.833956981763472, ""trail_lock"": 1.6060360033498995}"
157,57.997353398505936,False,扫单反转+突破回踩,双向,17.0,0.5294117647058824,1.41360533832041,17.0,0.4117647058823529,1.298375408832195,4.715702440646518,3.7050111375364665,7.0,0.5714285714285714,1.324394499133248,2.836629691407188,10.0,0.5,1.4849889313110634,2.9943029633430847,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 0.9575179648853454, ""min_stop_pct"": 0.004275884934351196, ""max_hold"": 432, ""cooldown"": 22, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 26.07596427248603, ""rsi_long_min"": 52.075388599563034, ""rsi_long_max"": 68.65461134444135, ""relvol_min"": 1.5604621407256465, ""body_min"": 0.4441787234823714, ""close_loc_min"": 0.8111983684410382, ""wick_min"": 0.4684731740234389, ""eff_min"": 0.17117785638958483, ""chop_max"": 65.42690383641018, ""atr_rank_min"": 0.7245878915730035, ""vwap_dev_max"": 2.5944904328106837, ""pull_idx"": 3, ""sweep_idx"": 0, ""retest_idx"": 7, ""trail_trigger"": 1.8663182588484653, ""trail_lock"": 1.5399030151513755}"
158,57.491454374896705,False,扫单反转+突破回踩,双向,18.0,0.5,1.5358495278499489,13.0,0.23076923076923078,0.9662691238760588,-2.8953237955099587,6.5969823414178155,6.0,0.5,1.2795028373842925,1.1178253653872154,12.0,0.5,1.6668152208617635,5.219914786964833,"{""family_mask"": 6, ""direction"": 0, ""rr"": 3.0, ""sl_atr"": 1.5718335452428933, ""min_stop_pct"": 0.002737333852168629, ""max_hold"": 576, ""cooldown"": 60, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 32.885755519170786, ""rsi_long_min"": 54.182665254345466, ""rsi_long_max"": 65.61288049505154, ""relvol_min"": 0.7828542445172078, ""body_min"": 0.27096021568880313, ""close_loc_min"": 0.7533830762638603, ""wick_min"": 0.4073967027437392, ""eff_min"": 0.20810011676206147, ""chop_max"": 48.72583786788775, ""atr_rank_min"": 0.6449723889567766, ""vwap_dev_max"": 0.7974481095879722, ""pull_idx"": 3, ""sweep_idx"": 0, ""retest_idx"": 13, ""trail_trigger"": 1.7511662887218213, ""trail_lock"": 1.6086559715817828}"
159,57.02595293104514,False,扫单反转+突破回踩,双向,22.0,0.5,1.4810313404932443,29.0,0.4482758620689655,1.5115484172911915,11.008990509350285,3.731991253917111,6.0,0.5,1.3192788176906853,1.1964236845837186,16.0,0.5,1.542136525716402,5.377699882875209,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.8619217926315865, ""min_stop_pct"": 0.004021833242974948, ""max_hold"": 216, ""cooldown"": 38, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 23.938932020958738, ""rsi_long_min"": 52.83373683565902, ""rsi_long_max"": 69.88242848955704, ""relvol_min"": 0.7912891895501057, ""body_min"": 0.3271682829061392, ""close_loc_min"": 0.74716961442439, ""wick_min"": 0.5671860748328375, ""eff_min"": 0.37013457179288756, ""chop_max"": 58.62435061917146, ""atr_rank_min"": 0.6474820454128463, ""vwap_dev_max"": 2.756632858035183, ""pull_idx"": 7, ""sweep_idx"": 0, ""retest_idx"": 15, ""trail_trigger"": 2.0266423831773785, ""trail_lock"": 1.897468158524785}"
160,51.54841920839834,False,扫单反转+突破回踩,双向,18.0,0.6666666666666666,1.0969587257260758,20.0,0.45,1.1629692621851564,8.776480700926905,3.965121751315266,8.0,0.5,1.0477222542867786,0.2522833044019577,10.0,0.8,1.1212164007801613,9.217155574551711,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.2440120867157103, ""min_stop_pct"": 0.0031144845497460124, ""max_hold"": 216, ""cooldown"": 39, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 0, ""adx_min"": 16.338517700026333, ""rsi_long_min"": 48.2517944146703, ""rsi_long_max"": 73.9736154623281, ""relvol_min"": 1.0164136030687132, ""body_min"": 0.6361453831884757, ""close_loc_min"": 0.7586682316308333, ""wick_min"": 0.518226581387039, ""eff_min"": 0.443931641617198, ""chop_max"": 54.716298295924, ""atr_rank_min"": 0.2764962940050878, ""vwap_dev_max"": 2.6106325161207633, ""pull_idx"": 1, ""sweep_idx"": 0, ""retest_idx"": 4, ""trail_trigger"": 1.7192838344404229, ""trail_lock"": 1.6093565303272959}"
161,49.64207416981543,False,三结构组合,双向,16.0,0.5,1.4991951192281598,9.0,0.3333333333333333,1.6173860821174748,3.780069577854116,3.9466786104235556,8.0,0.5,1.4195796133797742,2.2069686124395655,8.0,0.5,1.5787917648191472,3.0451382496337738,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.4097037549174025, ""min_stop_pct"": 0.003182607647873442, ""max_hold"": 288, ""cooldown"": 29, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 2, ""adx_min"": 32.2334831607048, ""rsi_long_min"": 46.99974360732817, ""rsi_long_max"": 65.72370895969229, ""relvol_min"": 1.1167047719477585, ""body_min"": 0.4457046950357494, ""close_loc_min"": 0.7418172199863328, ""wick_min"": 0.35000354905706643, ""eff_min"": 0.18904183363235777, ""chop_max"": 56.53185713582738, ""atr_rank_min"": 0.5446527090137728, ""vwap_dev_max"": 2.0659195242255253, ""pull_idx"": 2, ""sweep_idx"": 0, ""retest_idx"": 6, ""trail_trigger"": 2.101805237971268, ""trail_lock"": 1.764309106655646}"
162,48.409986321252234,False,扫单反转+突破回踩,双向,15.0,0.5333333333333333,1.4021883179436803,23.0,0.4782608695652174,1.2665991354589994,7.344205990101579,2.3888828686200902,6.0,0.5,1.3723874948263792,1.3335918427396432,9.0,0.5555555555555556,1.4200168205947803,3.7020615324119555,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 1.1539644087169214, ""min_stop_pct"": 0.005170100347062879, ""max_hold"": 576, ""cooldown"": 55, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 22.383508788055714, ""rsi_long_min"": 44.022269674130605, ""rsi_long_max"": 73.08669706304008, ""relvol_min"": 0.9859074528943221, ""body_min"": 0.6287520838241234, ""close_loc_min"": 0.6956552358648437, ""wick_min"": 0.5417531264483272, ""eff_min"": 0.17512585700207806, ""chop_max"": 54.19506598644689, ""atr_rank_min"": 0.5665429416219686, ""vwap_dev_max"": 2.5419658340856848, ""pull_idx"": 2, ""sweep_idx"": 1, ""retest_idx"": 13, ""trail_trigger"": 1.7103472744236667, ""trail_lock"": 1.548412290444896}"
163,47.43261106785218,False,扫单反转+突破回踩,双向,16.0,0.5,1.5102277987295056,15.0,0.4666666666666667,1.4032217752223943,7.253110336123363,2.457414393651307,8.0,0.5,1.3609924788942447,1.7734245639959794,8.0,0.5,1.6594283224514892,3.240286677734198,"{""family_mask"": 6, ""direction"": 0, ""rr"": 3.0, ""sl_atr"": 0.8278933743138874, ""min_stop_pct"": 0.004393782153920891, ""max_hold"": 288, ""cooldown"": 12, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 24.480079563955762, ""rsi_long_min"": 48.139769047011534, ""rsi_long_max"": 67.73515908372715, ""relvol_min"": 1.6910038083558225, ""body_min"": 0.6138293918648781, ""close_loc_min"": 0.6502294763294746, ""wick_min"": 0.4201237762069004, ""eff_min"": 0.3162991428571048, ""chop_max"": 46.206569620227306, ""atr_rank_min"": 0.3344268077713497, ""vwap_dev_max"": 2.7355763994605855, ""pull_idx"": 8, ""sweep_idx"": 0, ""retest_idx"": 14, ""trail_trigger"": 1.9512502422032865, ""trail_lock"": 1.5326483931423844}"
164,42.029560198463116,False,三结构组合,双向,20.0,0.55,1.3296247644779184,17.0,0.5294117647058824,1.4088710333143981,12.690993447625091,3.3503316367017306,8.0,0.5,1.246991601670058,1.2205030494804254,12.0,0.5833333333333334,1.3768205413669043,5.72993936059685,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.4441559738071814, ""min_stop_pct"": 0.004259130486052624, ""max_hold"": 432, ""cooldown"": 56, ""session_start"": 0, ""session_end"": 11, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 17.133619986550933, ""rsi_long_min"": 51.0913849146707, ""rsi_long_max"": 66.90875219788599, ""relvol_min"": 0.8880452995444403, ""body_min"": 0.36702209913968026, ""close_loc_min"": 0.7334769365972744, ""wick_min"": 0.3130562669104038, ""eff_min"": 0.2672057750885259, ""chop_max"": 50.66434781965256, ""atr_rank_min"": 0.5787780909816332, ""vwap_dev_max"": 2.796453164395271, ""pull_idx"": 7, ""sweep_idx"": 0, ""retest_idx"": 14, ""trail_trigger"": 1.890011045599522, ""trail_lock"": 1.5525016551777857}"
165,41.00240071993869,False,三结构组合,双向,18.0,0.5,1.4833232814645299,25.0,0.44,1.4431487741283595,7.643218448850522,3.6935141430120737,8.0,0.5,1.5274665090346302,2.5972157951597072,10.0,0.5,1.4480185072312888,2.7582888605611924,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.3715323200958545, ""min_stop_pct"": 0.004340004107578185, ""max_hold"": 216, ""cooldown"": 54, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 26.699438065904936, ""rsi_long_min"": 45.321012427529595, ""rsi_long_max"": 71.56413010713696, ""relvol_min"": 1.2061932113432132, ""body_min"": 0.3238498852246072, ""close_loc_min"": 0.7545057461397523, ""wick_min"": 0.45296698521392176, ""eff_min"": 0.21572859893110646, ""chop_max"": 54.05693902787854, ""atr_rank_min"": 0.4592056576843475, ""vwap_dev_max"": 2.3796349328231545, ""pull_idx"": 1, ""sweep_idx"": 1, ""retest_idx"": 13, ""trail_trigger"": 1.9503046765682233, ""trail_lock"": 1.6225441770405247}"
166,39.416796419450975,False,三结构组合,双向,26.0,0.5384615384615384,1.468293448474617,30.0,0.36666666666666664,1.643253605393823,9.925111882321522,3.9648454062016203,11.0,0.45454545454545453,1.6174448105710684,2.714556405510125,15.0,0.6,1.3884440902458621,8.345146826438086,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 2.158603905124712, ""min_stop_pct"": 0.003115388620150486, ""max_hold"": 216, ""cooldown"": 11, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 26.11024993600217, ""rsi_long_min"": 51.380216523401344, ""rsi_long_max"": 64.20188209271664, ""relvol_min"": 0.7948368535383414, ""body_min"": 0.3376760707901291, ""close_loc_min"": 0.6610766864922117, ""wick_min"": 0.44463591126447055, ""eff_min"": 0.36834672973555954, ""chop_max"": 53.080629743265526, ""atr_rank_min"": 0.6948263800015536, ""vwap_dev_max"": 2.392684277654575, ""pull_idx"": 7, ""sweep_idx"": 0, ""retest_idx"": 16, ""trail_trigger"": 2.1333304766189025, ""trail_lock"": 1.694345149484983}"
167,37.53979228100076,False,三结构组合,双向,16.0,0.5,1.4888373294923392,9.0,0.3333333333333333,1.490003030092383,3.1597090302546516,3.9522744613535528,6.0,0.5,1.4723397215224685,1.8668162184561017,10.0,0.5,1.4987335193249165,3.286007993229808,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.1916047529509397, ""min_stop_pct"": 0.0031564931838356496, ""max_hold"": 576, ""cooldown"": 33, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 23.45634081986733, ""rsi_long_min"": 46.334871294482284, ""rsi_long_max"": 68.6014236089768, ""relvol_min"": 0.8574311062111803, ""body_min"": 0.688293185800416, ""close_loc_min"": 0.6101332812477375, ""wick_min"": 0.3353800381286184, ""eff_min"": 0.6176111892835703, ""chop_max"": 53.84501921802333, ""atr_rank_min"": 0.278724151488554, ""vwap_dev_max"": 1.902201590144248, ""pull_idx"": 1, ""sweep_idx"": 0, ""retest_idx"": 15, ""trail_trigger"": 2.335716572440208, ""trail_lock"": 2.086585055040699}"
168,37.401290132260925,False,扫单反转+突破回踩,双向,17.0,0.6470588235294118,1.1594686606278175,18.0,0.3888888888888889,1.092816196732347,4.971995441734907,4.118765322620549,8.0,0.5,1.0408551543633888,0.22434992092890682,9.0,0.7777777777777778,1.226878178335394,9.049850455603915,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 1.6706367466473324, ""min_stop_pct"": 0.0026869536334145133, ""max_hold"": 576, ""cooldown"": 25, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 0, ""adx_min"": 17.329065283544523, ""rsi_long_min"": 45.372573816744094, ""rsi_long_max"": 73.05891311980847, ""relvol_min"": 1.1751766714374265, ""body_min"": 0.5021864912788747, ""close_loc_min"": 0.6621874922616975, ""wick_min"": 0.5837927433245053, ""eff_min"": 0.43466111848311284, ""chop_max"": 54.00601338513641, ""atr_rank_min"": 0.22143742264854727, ""vwap_dev_max"": 2.7006253574257464, ""pull_idx"": 4, ""sweep_idx"": 0, ""retest_idx"": 13, ""trail_trigger"": 1.754421292276305, ""trail_lock"": 1.5971393874356101}"
169,37.32440076247775,False,扫单反转+突破回踩,双向,16.0,0.5625,1.3042646065687693,17.0,0.29411764705882354,1.3007400080286862,-0.8169407053610731,3.1054828673993793,6.0,0.5,1.3040867844511692,1.1238667805054445,10.0,0.6,1.3043346836982672,4.7139589844883645,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.546560892971331, ""min_stop_pct"": 0.004324935626287715, ""max_hold"": 576, ""cooldown"": 49, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 30.370414218877784, ""rsi_long_min"": 54.62827295826726, ""rsi_long_max"": 73.40100324083932, ""relvol_min"": 1.3509373350478715, ""body_min"": 0.3603763942568775, ""close_loc_min"": 0.8257871811090411, ""wick_min"": 0.4640337881338785, ""eff_min"": 0.18784806525332334, ""chop_max"": 58.37279413078836, ""atr_rank_min"": 0.622376831533382, ""vwap_dev_max"": 2.3551661341481736, ""pull_idx"": 6, ""sweep_idx"": 0, ""retest_idx"": 10, ""trail_trigger"": 1.7960218680787543, ""trail_lock"": 1.5158584106470836}"
170,35.03214710471157,False,三结构组合,双向,20.0,0.6,1.2405592802188827,22.0,0.3181818181818182,1.3511892311613913,2.427854985515393,4.011386205602163,10.0,0.5,1.106812815248154,0.710001908430381,10.0,0.7,1.3329922822282336,8.465289784974956,"{""family_mask"": 7, ""direction"": 0, ""rr"": 3.0, ""sl_atr"": 2.263838916140852, ""min_stop_pct"": 0.002502349244461449, ""max_hold"": 576, ""cooldown"": 54, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 21.308740256176797, ""rsi_long_min"": 53.710606292651065, ""rsi_long_max"": 69.53227689331152, ""relvol_min"": 0.8502940338272291, ""body_min"": 0.6540581904055294, ""close_loc_min"": 0.5825882947686899, ""wick_min"": 0.36447207468496856, ""eff_min"": 0.3566548636705279, ""chop_max"": 57.0200475357162, ""atr_rank_min"": 0.5688327530574586, ""vwap_dev_max"": 1.4370613626623545, ""pull_idx"": 1, ""sweep_idx"": 0, ""retest_idx"": 13, ""trail_trigger"": 1.8503414137935497, ""trail_lock"": 1.528708848906724}"
171,31.93660940165944,False,扫单反转+突破回踩,双向,19.0,0.5263157894736842,1.3967819693125436,30.0,0.3333333333333333,1.3880476712486391,-1.3346288053627744,3.656838695863545,6.0,0.5,1.3529512559687817,1.2899253172609997,13.0,0.5384615384615384,1.4155287422097147,4.763801398276197,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.478974386994921, ""min_stop_pct"": 0.004590165460000278, ""max_hold"": 432, ""cooldown"": 32, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 25.832260306576977, ""rsi_long_min"": 45.053777956978266, ""rsi_long_max"": 66.30584664663552, ""relvol_min"": 0.8518523060491512, ""body_min"": 0.36424146819078385, ""close_loc_min"": 0.6824782111071053, ""wick_min"": 0.5093378773712123, ""eff_min"": 0.31989287262402627, ""chop_max"": 65.54535029568838, ""atr_rank_min"": 0.46708940329012494, ""vwap_dev_max"": 2.5927948180398714, ""pull_idx"": 0, ""sweep_idx"": 1, ""retest_idx"": 14, ""trail_trigger"": 1.8934581808985036, ""trail_lock"": 1.600588923854127}"
172,30.758910149019414,False,扫单反转+突破回踩,双向,15.0,0.5333333333333333,1.3917453934169521,13.0,0.38461538461538464,1.4178819210320504,3.899700865624065,3.60141901554747,7.0,0.5714285714285714,1.39187394279857,3.0812987275993384,8.0,0.5,1.3916908221711384,1.881000774745645,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 2.149953570576632, ""min_stop_pct"": 0.0050052278637637325, ""max_hold"": 432, ""cooldown"": 41, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 23.972433983284578, ""rsi_long_min"": 44.46524117425711, ""rsi_long_max"": 71.21334483417628, ""relvol_min"": 1.520038094753209, ""body_min"": 0.5220070970447463, ""close_loc_min"": 0.8513492247643935, ""wick_min"": 0.4046228379382729, ""eff_min"": 0.2048083363430886, ""chop_max"": 53.60682417040472, ""atr_rank_min"": 0.173541138675522, ""vwap_dev_max"": 1.9037882711189904, ""pull_idx"": 0, ""sweep_idx"": 0, ""retest_idx"": 6, ""trail_trigger"": 1.7918170117239474, ""trail_lock"": 1.7413929022292425}"
173,26.980178325186444,False,三结构组合,双向,19.0,0.5263157894736842,1.675415627480393,15.0,0.26666666666666666,1.8018250525426631,4.916153708842427,3.627372814673338,9.0,0.4444444444444444,1.5573043384815153,1.4861935264605357,10.0,0.6,1.7540775220734344,7.88966272175346,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.8, ""sl_atr"": 2.1476232179312134, ""min_stop_pct"": 0.004797591106244348, ""max_hold"": 216, ""cooldown"": 34, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 0, ""adx_min"": 24.69685195841855, ""rsi_long_min"": 55.254073945023876, ""rsi_long_max"": 69.10510610968419, ""relvol_min"": 1.7124326836447967, ""body_min"": 0.27125060455671324, ""close_loc_min"": 0.8501294253581817, ""wick_min"": 0.36068741607052957, ""eff_min"": 0.33809348667445, ""chop_max"": 53.816516918525565, ""atr_rank_min"": 0.5260016689869894, ""vwap_dev_max"": 2.8172005773502464, ""pull_idx"": 6, ""sweep_idx"": 0, ""retest_idx"": 14, ""trail_trigger"": 1.955754242868516, ""trail_lock"": 1.8556029388228106}"
174,22.45743387214543,False,三结构组合,双向,16.0,0.5625,1.4341913178843855,12.0,0.4166666666666667,1.3701595604683676,7.101916924947207,3.9942159409503164,9.0,0.4444444444444444,1.3936844453421373,0.708277108401766,7.0,0.7142857142857143,1.4660972251206636,6.573520153830059,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 1.6416067495138456, ""min_stop_pct"": 0.004308984848021799, ""max_hold"": 576, ""cooldown"": 8, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 31, ""htf_mode"": 2, ""adx_min"": 29.69978764748776, ""rsi_long_min"": 43.25571309254609, ""rsi_long_max"": 67.63330882903536, ""relvol_min"": 1.3979974627648304, ""body_min"": 0.6030432833307677, ""close_loc_min"": 0.71003352654639, ""wick_min"": 0.330778434620143, ""eff_min"": 0.20746259098508957, ""chop_max"": 61.687276405997196, ""atr_rank_min"": 0.2586114114005834, ""vwap_dev_max"": 2.561603408097891, ""pull_idx"": 4, ""sweep_idx"": 2, ""retest_idx"": 4, ""trail_trigger"": 1.8689800920800372, ""trail_lock"": 1.5002980502378633}"
175,19.9999530536694,False,扫单反转+突破回踩,双向,17.0,0.5294117647058824,1.5068602286063895,16.0,0.3125,1.1891757784680357,0.6241171568562245,4.926944467558306,6.0,0.6666666666666666,1.474962657553151,4.801444854108048,11.0,0.45454545454545453,1.5325311341836438,2.047663432647724,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 0.8799435006991854, ""min_stop_pct"": 0.004336202211980386, ""max_hold"": 288, ""cooldown"": 60, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 32.05639355263858, ""rsi_long_min"": 44.12861964401144, ""rsi_long_max"": 70.91944204979765, ""relvol_min"": 0.9195971983820994, ""body_min"": 0.5342345362432783, ""close_loc_min"": 0.8319633114840089, ""wick_min"": 0.5098880245858461, ""eff_min"": 0.3174506475475084, ""chop_max"": 52.206186086324486, ""atr_rank_min"": 0.7227257395311165, ""vwap_dev_max"": 1.8233553285692872, ""pull_idx"": 7, ""sweep_idx"": 0, ""retest_idx"": 16, ""trail_trigger"": 1.7994664560457072, ""trail_lock"": 1.6951265525526777}"
