expert_id,expert,family,tier,selected_research,selected_qualified,policy_key,selection_status,rejection_reason,trades,wins,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,shrunk_win_rate,wilson_lower,active_months,positive_months,worst_month_R,max_single_month_profit_share,max_trades_single_month
22,压缩后首次放量突破多头,波动扩张,CANDIDATE,True,False,c1fd7f96ccac000d,RESEARCH_EXPERT_POOL_ONLY,总交易不足|活跃月份不足|正收益月份不足|收缩后胜率不足|利润过度集中,3,1,0.3333333333333333,1.4955536389470225,0.44920212209884924,3.329355685051546,1.664677842525773,0.597149394749324,0.8984042441976985,0.19904979824977467,0.45454545454545453,0.13564322306091547,2,1,-0.8984042441976985,1.0,2
23,压缩后首次放量突破空头,波动扩张,REJECTED,False,False,3efd7aa105a06c7b,RESEARCH_EXPERT_POOL_ONLY,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
24,向下假突破回区间多头,假突破反转,REJECTED,False,False,542ba276eec5abee,RESEARCH_EXPERT_POOL_ONLY,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
25,向上假突破回区间空头,假突破反转,REJECTED,False,False,5f2fe4ee3fec03dd,RESEARCH_EXPERT_POOL_ONLY,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
26,资金费率极端回归多头,衍生品反转,REJECTED,False,False,fcc89570f6af5d59,RESEARCH_EXPERT_POOL_ONLY,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
27,资金费率极端回归空头,衍生品反转,REJECTED,False,False,b02aa80e33f81c12,RESEARCH_EXPERT_POOL_ONLY,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,1,0,0.0,0.0,1.3040993432837082,0.0,0.0,-1.3040993432837082,1.3040993432837082,-1.3040993432837082,0.4444444444444444,0.0,1,0,-1.3040993432837082,0.0,1
28,合约溢价极端修复多头,基差反转,REJECTED,False,False,c468956982a6e533,RESEARCH_EXPERT_POOL_ONLY,总交易不足|活跃月份不足,2,1,0.5,1.4651519433534792,0.25398728202673576,5.768603575982404,5.768603575982404,1.2111646613267435,0.25398728202673576,0.6055823306633717,0.5,0.21132486540518713,1,1,0.0,1.0,2
29,合约溢价极端修复空头,基差反转,REJECTED,False,False,9cc0c5de692aa62f,RESEARCH_EXPERT_POOL_ONLY,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
30,欧美开盘区间突破多头,开盘突破,REJECTED,False,False,cbd27bbf86f53b15,RESEARCH_EXPERT_POOL_ONLY,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,1,0,0.0,0.0,0.8159975125742809,0.0,0.0,-0.8159975125742809,0.8159975125742809,-0.8159975125742809,0.4444444444444444,0.0,1,0,-0.8159975125742809,0.0,1
31,欧美开盘区间突破空头,开盘突破,REJECTED,False,False,8f89911d444a7852,RESEARCH_EXPERT_POOL_ONLY,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
