expert_id,expert,family,rank,policy_key,eligible,reasons,score,trades,wins,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,shrunk_win_rate,wilson_lower,active_months,positive_months,worst_month_R,max_single_month_profit_share
3,趋势整理再加速空头,趋势加速,3,8200c4480cb15598,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,4,7e8962de8dcfd792,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,5,76017d92bb640fcb,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,6,6b24ec5c6913257c,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,7,8772a703f9482e6e,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,8,f474b853df9cb998,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,9,3e997320c071a654,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,10,fdbc96a85c1a26b4,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,11,7655a08a36fff14e,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,12,911f0f286fdd2fa7,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,13,984dd7da76bdf701,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,14,18d7f24d89685d6d,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,15,9a38d2b8cbf3e765,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,16,10793534d1074229,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
4,结构突破首次回踩多头,结构突破回踩,1,2f63c7901ae12b27,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
4,结构突破首次回踩多头,结构突破回踩,2,23976fac4ced9280,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
4,结构突破首次回踩多头,结构突破回踩,3,b9440ba453b2c463,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
4,结构突破首次回踩多头,结构突破回踩,4,11190daad287a95f,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
