expert,family,policy_key,tier,month,raw_candidates,model_available,calibration_month,calibration_rows,calibration_brier,meta_brier,avg_win_r,avg_loss_r,sample_uncertainty_penalty,calibration_mean,calibration_utility_mean,eval_mean,eval_utility_mean,after_rank,meta_support,meta_neutral,meta_reject,after_soft_meta,after_positive_utility,after_cap
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2026-03,23,True,2026-02,29.0,0.16173583902155556,0.16350675521246574,1.8581353588644696,0.7935224178633146,0.10213243599737853,0.20689787534716703,-0.38723089605662403,0.21430907332951826,-0.37213715009378406,4.0,0.0,0.0,4.0,0.0,0.0,0.0
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2026-04,22,True,2026-03,23.0,0.21051680249127694,0.22610434879403435,1.8777289824530228,0.5820910800688291,0.11468292773139113,0.34784327835936163,0.11295233203583599,0.35649995880460694,0.12911591948131484,7.0,0.0,7.0,0.0,7.0,7.0,3.0
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2026-05,10,True,2026-04,22.0,0.19209584333903235,0.19733109704959598,1.8430366759302599,1.045121248497096,0.11726039399558574,0.27272651292663874,-0.41852562114972724,0.25539205924456154,-0.4558204441630666,1.0,0.0,0.0,1.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2025-05,152,True,2025-04,148.0,0.1899227133755258,0.1908009890647267,1.505468211628955,0.8708826617345423,0.04520972150897326,0.2567429086093587,-0.34958183678855537,0.25969990634530477,-0.34430156174499565,36.0,0.0,0.0,36.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2025-06,172,True,2025-05,152.0,0.20282323903694227,0.20274952459317377,1.4954751963104989,0.9210022588873911,0.0446108908109597,0.28289107405137764,-0.32704177581296523,0.2816969417743402,-0.32939340779193105,31.0,0.0,0.0,31.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2025-07,68,True,2025-06,172.0,0.20355777669243633,0.20487035111798377,1.4954955062778845,0.8406410091653908,0.04193710684146629,0.29069005334186,-0.24855745056548587,0.2912646340580437,-0.24854343424645478,15.0,0.0,1.0,14.0,1.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2025-08,134,True,2025-07,68.0,0.18672581638269392,0.18742690560097358,1.495513375526173,0.9611124666109363,0.06669729688499157,0.24998535295891652,-0.4568607076077463,0.24475402287328157,-0.46630453034293373,18.0,0.0,0.0,18.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2025-09,146,True,2025-08,134.0,0.15174383202108851,0.15165987773173012,1.4955421140329428,0.8927112423573591,0.04751276340697481,0.18657364429550446,-0.5336145742493531,0.18641304091148514,-0.5340103733897502,30.0,0.0,0.0,30.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2025-10,155,True,2025-09,146.0,0.16209865295158135,0.16321854007152894,1.4001957630299082,0.9522424804821211,0.04551832387313024,0.2054922377479473,-0.5546312556700524,0.2096235050575018,-0.547266156949594,39.0,0.0,0.0,39.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2025-11,117,True,2025-10,155.0,0.1880327404894351,0.18829815610809322,1.495526231127725,0.8825585064032588,0.04417706308963744,0.25162096924907856,-0.3717030796103327,0.24772085765743282,-0.37868759150207987,11.0,0.0,0.0,11.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2025-12,127,True,2025-11,117.0,0.13601333161988527,0.13583497499156044,1.4966420960043028,0.9132762363813298,0.05084751798731267,0.16240646431667796,-0.6095895090441347,0.16259928060751222,-0.6093940037222136,33.0,0.0,0.0,33.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2026-01,123,True,2025-12,127.0,0.17064449345847735,0.17139976368760215,1.4432434194746926,0.9556295708470225,0.04880460801788627,0.22048027847526167,-0.5168190450227416,0.2247933277498964,-0.5092772831186064,29.0,0.0,0.0,29.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2026-02,151,True,2026-01,123.0,0.14619379159657192,0.14683914753415792,1.4954042480897778,0.880271495255363,0.049591829906708775,0.17886256641821693,-0.5432148739966054,0.18341830120939093,-0.535029850872095,40.0,0.0,0.0,40.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2026-03,113,True,2026-02,151.0,0.17033520648523634,0.17410344152517632,1.5090008602406475,0.8659835522568781,0.04475836523241377,0.22517840013672946,-0.4172052266587392,0.2315337865648769,-0.4056702246908492,22.0,0.0,0.0,22.0,0.0,0.0,0.0
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2026-04,135,True,2026-03,113.0,0.1621112499704213,0.16106857484155832,1.4959659892598975,0.904473090333602,0.05173964776109785,0.20353217908801194,-0.5079379281088826,0.20356279235233227,-0.507535798525135,27.0,0.0,0.0,27.0,0.0,0.0,0.0
