expert_id,expert,family,anchor_policy_key,anchor_tier,anchor_trades,cluster_size,cluster_policy_keys,cluster_positive_share,cluster_mature_share,cluster_median_trades,cluster_median_active_months,cluster_median_net_R,cluster_min_net_R,cluster_signal_consensus,cluster_robust
3,EMA21反抽受阻空头,均线回踩,2bd71342f68ec58b,REJECTED,0,6,2bd71342f68ec58b|61d2385a6a3ce76a|7c5126b6e4ad1016|f813a6c3a5140768|4916a4f4be16d2e4|ddffcc01d8231b60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,d086f2ac446e7a52,REJECTED,0,6,d086f2ac446e7a52|52f331a613e7e0c5|915474ad40b931f9|6d94359a5adecd30|e3b7e2548b1fa19a|03fe0015c71f5a37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,7c5126b6e4ad1016,REJECTED,0,6,7c5126b6e4ad1016|f813a6c3a5140768|2bd71342f68ec58b|61d2385a6a3ce76a|4916a4f4be16d2e4|915474ad40b931f9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,915474ad40b931f9,REJECTED,0,6,915474ad40b931f9|6d94359a5adecd30|d086f2ac446e7a52|52f331a613e7e0c5|e3b7e2548b1fa19a|7c5126b6e4ad1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,ddffcc01d8231b60,REJECTED,0,6,ddffcc01d8231b60|4916a4f4be16d2e4|61d2385a6a3ce76a|2bd71342f68ec58b|f813a6c3a5140768|03fe0015c71f5a37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,03fe0015c71f5a37,REJECTED,0,6,03fe0015c71f5a37|e3b7e2548b1fa19a|52f331a613e7e0c5|d086f2ac446e7a52|6d94359a5adecd30|ddffcc01d8231b60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,61d2385a6a3ce76a,REJECTED,0,6,61d2385a6a3ce76a|2bd71342f68ec58b|f813a6c3a5140768|7c5126b6e4ad1016|ddffcc01d8231b60|4916a4f4be16d2e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,52f331a613e7e0c5,REJECTED,0,6,52f331a613e7e0c5|d086f2ac446e7a52|6d94359a5adecd30|915474ad40b931f9|03fe0015c71f5a37|e3b7e2548b1fa19a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,f813a6c3a5140768,REJECTED,0,6,f813a6c3a5140768|7c5126b6e4ad1016|61d2385a6a3ce76a|2bd71342f68ec58b|ddffcc01d8231b60|6d94359a5adecd30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,6d94359a5adecd30,REJECTED,0,6,6d94359a5adecd30|915474ad40b931f9|52f331a613e7e0c5|d086f2ac446e7a52|03fe0015c71f5a37|f813a6c3a5140768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,273344fc60522d0e,REJECTED,0,6,273344fc60522d0e|9d846b2e4b49e7d1|50a625b4fecdf822|c069d3ef3bd316c1|dc2c795a47049d0f|ffa31c9ee0e9cb17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,ffa31c9ee0e9cb17,REJECTED,0,6,ffa31c9ee0e9cb17|ccbf83f8eb151d8f|1fd66263bf7a26b8|1f27805c2c4f44eb|fdaf57a2d8af800b|273344fc60522d0e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,50a625b4fecdf822,REJECTED,0,6,50a625b4fecdf822|c069d3ef3bd316c1|dc2c795a47049d0f|08e023894792b8de|273344fc60522d0e|9d846b2e4b49e7d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
